epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,715.527,0.32349,0.37266,0.30262,0.80029,0,0.99621,0.99633,0.99259,0.98589,0.99618,0.9963,0.99259,0.94782,0.19964,0.28634,0.20166,0.77441,0,0.000666576,0.000666576,0.000666576
